1129	4	650
1129	5	195
1129	6	241
1129	7	325
1129	8	322
1129	9	868
1129	10	442
1130	1	525
1130	2	334
1130	3	415
1130	4	654
1130	5	185
1130	6	236
1130	7	382
1130	8	381
1130	9	800
1130	10	398
1131	1	472
1131	2	326
1131	3	275
1131	4	528
1131	5	153
1131	6	219
1131	7	252
1131	8	168
1131	9	535
1131	10	367
1132	1	371
1132	2	232
1132	3	198
1132	4	395
1132	5	87
1132	6	182
1132	7	213
1132	8	116
1132	9	424
1132	10	392
1133	1	386
1133	2	230
1133	3	197
1133	4	445
1133	5	118
1133	6	242
1133	7	250
1133	8	119
1133	9	516
1133	10	348
1134	1	172
1134	2	110
1134	3	58
1134	4	190
1134	5	8
1134	6	61
1134	7	134
1134	8	75
1134	9	112
1134	10	103
1135	1	429
1135	2	267
1135	3	255
1135	4	692
1135	5	240
1135	6	225
1135	7	219
1135	8	262
1135	9	680
1135	10	600
1136	1	430
1136	2	345
1136	3	267
1136	4	651
1136	5	209
1136	6	251
1136	7	290
1136	8	266
1136	9	663
1136	10	535
1137	1	414
1137	2	302
1137	3	233
1137	4	592
1137	5	172
1137	6	227
1137	7	275
1137	8	244
1137	9	603
1137	10	495
1138	3	191
1138	4	400
1138	9	439
1139	9	543
1140	1	175
1140	2	167
1140	3	138
1140	4	502
1140	5	153
1140	6	123
1140	7	79
1140	8	82
1140	9	131
1140	10	126
1141	1	438
1141	2	243
1141	3	238
1141	4	622
1141	5	275
1141	6	237
1141	7	250
1141	8	255
1141	9	642
1141	10	530
1142	1	435
1142	2	308
1142	3	289
1142	4	671
1142	5	194
1142	6	250
1142	7	311
1142	8	259
1142	9	610
1142	10	479
1143	1	369
1143	2	200
1143	3	237
1143	4	597
1143	5	139
1143	6	191
1143	7	256
1143	8	256
1143	9	555
1143	10	419
1144	1	293
1144	2	137
1144	3	183
1144	4	424
1144	5	109
1144	6	147
1144	7	225
1144	8	211
1144	9	412
1144	10	277
1145	1	274
1145	2	181
1145	3	213
1145	4	446
1145	5	139
1145	6	186
1145	7	256
1145	8	238
1145	9	508
1145	10	346
1146	1	35
1146	2	82
1146	3	57
1146	4	145
1146	5	106
1146	6	65
1146	7	72
1146	8	63
1146	9	113
1147	9	134
1148	1	369
1148	2	267
1148	3	215
1148	4	723
1148	5	359
1148	6	228
1148	7	226
1148	8	184
1148	9	630
1148	10	488
1149	1	290
1149	2	231
1149	3	278
1149	4	693
1149	5	285
1149	6	234
1149	7	232
1149	8	805
1149	9	691
1149	10	359
1150	1	302
1150	2	223
1150	3	283
1150	4	513
1150	5	204
1150	6	205
1150	7	205
1150	8	309
1150	9	688
1150	10	336
1151	1	237
1151	2	168
1151	3	215
1151	4	330
1151	5	148
1151	6	160
1151	7	183
1151	8	136
1151	9	549
1151	10	280
1152	1	273
1152	2	195
1152	3	246
1152	4	453
1152	5	197
1152	6	190
1152	7	204
1152	8	182
1152	9	595
1152	10	313
1153	1	67
1153	2	75
1153	3	69
1153	4	122
1153	5	51
1153	6	52
1153	7	117
1153	8	131
1153	9	209
1153	10	-10
1154	3	148
1154	7	102
1154	9	124
1155	1	386
1155	2	196
1155	3	250
1155	4	600
1155	5	272
1155	6	207
1155	7	235
1155	8	136
1155	9	678
1155	10	391
1156	1	418
1156	2	269
1156	3	325
1156	4	658
1156	5	283
1156	6	225
1156	7	301
1156	8	161
1156	9	747
1156	10	439
1157	1	340
1157	2	235
1157	3	311
1157	4	566
1157	5	193
1157	6	207
1157	7	269
1157	8	143
1157	9	718
1157	10	355
1158	1	278
1158	2	179
1158	3	205
1158	4	376
1158	5	166
1158	6	166
1158	7	187
1158	8	99
1158	9	370
1158	10	290
1159	1	284
1159	2	189
1159	3	220
1159	4	429
1159	5	163
1159	6	190
1159	7	220
1159	8	103
1159	9	433
1159	10	323
1160	1	105
1160	2	57
1160	3	51
1160	4	101
1160	5	45
1160	6	30
1160	7	65
1160	8	26
1160	9	69
1160	10	8
1161	9	44
1162	1	361
1162	2	223
1162	3	240
1162	4	573
1162	5	296
1162	6	211
1162	7	215
1162	8	147
1162	9	532
1162	10	396
1163	1	364
1163	2	296
1163	3	268
1163	4	649
1163	5	282
1163	6	250
1163	7	272
1163	8	163
1163	9	564
1163	10	403
1164	1	297
1164	2	260
1164	3	242
1164	4	484
1164	5	219
1164	6	226
1164	7	258
1164	8	156
1164	9	491
1164	10	355
1165	1	264
1165	2	186
1165	3	197
1165	4	329
1165	5	182
1165	6	170
1165	7	233
1165	8	108
1165	9	335
1165	10	309
1166	1	273
1166	2	201
1166	3	227
1166	4	388
1166	5	228
1166	6	214
1166	7	223
1166	8	93
1166	9	420
1166	10	352
1167	1	117
1167	3	83
1167	4	85
1167	5	86
1167	6	48
1167	7	45
1167	8	32
1167	9	118
1167	10	42
1168	1	375
1168	2	239
1168	3	233
1168	4	536
1168	5	283
1168	6	210
1168	7	240
1168	8	146
1168	9	473
1168	10	453
1169	1	372
1169	2	307
1169	3	253
1169	4	602
1169	5	234
1169	6	247
1169	7	323
1169	8	160
1169	9	546
1169	10	463
1170	1	314
1170	2	232
1170	3	241
1170	4	490
1170	5	192
1170	6	213
1170	7	287
1170	8	147
1170	9	452
1170	10	403
1171	1	247
1171	2	161
1171	3	192
1171	4	353
1171	5	160
1171	6	128
1171	7	238
1171	8	109
1171	9	358
1171	10	305
1172	1	286
1172	2	208
1172	3	219
1172	4	384
1172	5	182
1172	6	146
1172	7	261
1172	8	112
1172	9	446
1172	10	323
1173	1	59
1173	2	108
1173	3	63
1173	4	82
1173	5	62
1173	6	34
1173	7	74
1173	8	69
1173	9	122
1174	1	341
1174	2	240
1174	3	231
1174	4	468
1174	5	347
1174	6	193
1174	7	223
1174	8	126
1174	9	467
1174	10	435
1175	1	307
1175	2	304
1175	3	231
1175	4	596
1175	5	303
1175	6	280
1175	7	237
1175	8	119
1175	9	557
1175	10	433
1176	1	259
1176	2	224
1176	3	228
1176	4	460
1176	5	245
1176	6	193
1176	7	218
1176	8	125
1176	9	448
1176	10	354
1177	1	210
1177	2	164
1177	3	178
1177	4	261
1177	5	162
1177	6	100
1177	7	201
1177	8	23
1177	9	297
1177	10	262
1178	1	257
1178	2	224
1178	3	229
1178	4	373
1178	5	168
1178	6	224
1178	7	167
1178	8	127
1178	9	462
1178	10	362
1179	1	57
1179	3	33
1179	4	13
1179	5	41
1179	6	55
1179	7	70
1179	8	22
1179	9	127
1179	10	45
1180	1	317
1180	2	205
1180	3	226
1180	4	489
1180	5	405
1180	6	213
1180	7	233
1180	8	122
1180	9	588
1180	10	312
1181	1	343
1181	2	274
1181	3	235
1181	4	581
1181	5	413
1181	6	225
1181	7	314
1181	8	193
1181	9	592
1181	10	447
1182	1	301
1182	2	235
1182	3	213
1182	4	471
1182	5	254
1182	6	207
1182	7	263
1182	8	126
1182	9	566
1182	10	397
1183	1	257
1183	2	180
1183	3	154
1183	4	359
1183	5	210
1183	6	166
1183	7	203
1183	8	58
1183	9	432
1183	10	336
1184	1	278
1184	2	193
1184	3	193
1184	4	404
1184	5	224
1184	6	190
1184	7	234
1184	8	84
1184	9	496
1184	10	389
1185	2	69
1185	3	41
1185	4	93
1185	5	100
1185	6	30
1185	7	74
1185	8	205
1185	9	133
1185	10	21
1186	1	373
1186	2	194
1186	3	204
1186	4	494
1186	5	335
1186	6	208
1186	7	227
1186	8	141
1186	9	436
1186	10	442
1187	1	361
1187	2	287
1187	3	240
1187	4	547
1187	5	314
1187	6	233
1187	7	298
1187	8	150
1187	9	549
1187	10	445
1188	1	304
1188	2	239
1188	3	224
1188	4	439
1188	5	220
1188	6	213
1188	7	320
1188	8	120
1188	9	517
1188	10	398
1189	1	240
1189	2	197
1189	3	172
1189	4	351
1189	5	179
1189	6	183
1189	7	194
1189	8	79
1189	9	370
1189	10	326
1190	1	258
1190	2	213
1190	3	207
1190	4	414
1190	5	211
1190	6	207
1190	7	211
1190	8	87
1190	9	437
1190	10	374
1191	1	77
1191	3	55
1191	4	64
1191	5	82
1191	6	41
1191	7	61
1191	8	29
1191	9	91
1191	10	34
1192	1	329
1192	2	218
1192	3	222
1192	4	468
1192	5	324
1192	6	218
1192	7	231
1192	8	120
1192	9	433
1192	10	482
1193	1	316
1193	2	291
1193	3	236
1193	4	558
1193	5	289
1193	6	257
1193	7	285
1193	8	142
1193	9	530
1193	10	482
1194	1	296
1194	2	231
1194	3	214
1194	4	429
1194	5	250
1194	6	222
1194	7	258
1194	8	112
1194	9	453
1194	10	420
1195	1	247
1195	2	177
1195	3	170
1195	4	341
1195	5	201
1195	6	179
1195	7	216
1195	8	79
1195	9	344
1195	10	382
1196	1	270
1196	2	219
1196	3	204
1196	4	348
1196	5	207
1196	6	203
1196	7	250
1196	8	80
1196	9	428
1196	10	428
1197	1	82
1197	2	85
1197	3	59
1197	4	62
1197	5	74
1197	6	45
1197	7	119
1197	8	17
1197	9	140
1197	10	73
1198	1	336
1198	2	224
1198	3	241
1198	4	382
1198	5	368
1198	6	182
1198	7	241
1198	8	154
1198	9	415
1198	10	505
1199	1	326
1199	2	306
1199	3	251
1199	4	546
1199	5	249
1199	6	242
1199	7	291
1199	8	203
1199	9	469
1199	10	505
1200	1	277
1200	2	225
1200	3	229
1200	4	440
1200	5	241
1200	6	201
1200	7	269
1200	8	119
1200	9	431
1200	10	478
1201	1	185
1201	2	151
1201	3	153
1201	4	299
1201	5	169
1201	6	154
1201	7	205
1201	8	119
1201	9	313
1201	10	404
1202	1	207
1202	2	196
1202	3	165
1202	4	333
1202	5	166
1202	6	184
1202	7	260
1202	8	39
1202	9	454
1202	10	471
1203	1	91
1203	3	68
1203	4	56
1203	5	39
1203	6	47
1203	8	-8
1203	9	126
1203	10	181
1204	10	91
1205	1	238
1205	2	231
1205	3	160
1205	4	465
1205	5	367
1205	6	207
1205	7	230
1205	8	231
1205	9	556
1205	10	135
1206	1	288
1206	2	242
1206	3	249
1206	4	408
1206	5	355
1206	6	222
1206	7	282
1206	8	195
1206	9	549
1206	10	492
1207	1	256
1207	2	238
1207	3	237
1207	4	375
1207	5	251
1207	6	207
1207	7	257
1207	8	171
1207	9	493
1207	10	439
1208	1	206
1208	2	182
1208	3	182
1208	4	278
1208	5	225
1208	6	166
1208	7	231
1208	8	133
1208	9	372
1208	10	356
1209	1	228
1209	2	193
1209	3	226
1209	4	317
1209	5	235
1209	6	190
1209	7	243
1209	8	118
1209	9	428
1209	10	387
1210	1	110
1210	2	69
1210	3	72
1210	4	57
1210	5	105
1210	6	30
1210	7	84
1210	8	43
1210	9	79
1210	10	52
1211	6	40
1212	1	379
1212	2	196
1212	3	266
1212	4	428
1212	5	290
1212	6	207
1212	7	242
1212	8	154
1212	9	507
1212	10	496
1213	1	337
1213	2	251
1213	3	272
1213	4	457
1213	5	276
1213	6	225
1213	7	265
1213	8	166
1213	9	447
1213	10	484
1214	1	278
1214	2	233
1214	3	265
1214	4	347
1214	5	210
1214	6	207
1214	7	269
1214	8	130
1214	9	426
1214	10	430
1215	1	231
1215	3	198
1215	4	262
1215	5	215
1215	6	167
1215	7	227
1215	8	84
1215	9	337
1215	10	361
1216	1	235
1216	2	192
1216	3	223
1216	4	307
1216	5	233
1216	6	195
1216	7	241
1216	8	91
1216	9	401
1216	10	396
1217	1	65
1217	2	77
1217	3	61
1217	4	54
1217	5	118
1217	6	46
1217	7	72
1217	8	18
1217	9	39
1217	10	43
1218	7	95
1219	1	297
1219	2	223
1219	3	254
1219	4	389
1219	5	318
1219	6	211
1219	7	222
1219	8	165
1219	9	419
1219	10	493
1220	1	294
1220	2	274
1220	3	255
1220	4	470
1220	5	305
1220	6	237
1220	7	286
1220	8	173
1220	9	462
1220	10	504
1221	1	239
1221	2	249
1221	3	246
1221	4	351
1221	5	283
1221	6	233
1221	7	264
1221	8	117
1221	9	407
1221	10	472
1222	1	202
1222	2	191
1222	3	201
1222	4	273
1222	5	248
1222	6	190
1222	7	230
1222	8	89
1222	9	325
1222	10	396
1223	1	241
1223	2	219
1223	3	220
1223	4	318
1223	5	265
1223	6	203
1223	7	245
1223	8	93
1223	9	391
1223	10	415
1224	1	82
1224	2	88
1224	3	58
1224	4	63
1224	5	149
1224	6	50
1224	7	82
1224	8	28
1224	9	65
1224	10	97
1225	1	349
1225	2	268
1225	3	278
1225	4	331
1225	5	254
1225	6	203
1225	7	248
1225	8	161
1225	9	386
1225	10	554
1226	1	319
1226	2	270
1226	3	301
1226	4	498
1226	5	219
1226	6	209
1226	7	286
1226	8	189
1226	9	438
1226	10	538
1227	1	292
1227	2	219
1227	3	253
1227	4	376
1227	5	168
1227	6	176
1227	7	281
1227	8	149
1227	9	396
1227	10	462
1228	5	146
1228	9	325
1228	10	386
1229	6	37
1229	10	66
1230	1	205
1230	2	447
1230	3	124
1230	4	103
1230	5	204
1230	6	198
1230	7	157
1230	8	1
1230	9	161
1230	10	207
1231	1	300
1231	2	255
1231	3	234
1231	4	404
1231	5	361
1231	6	168
1231	7	184
1231	8	143
1231	9	424
1231	10	499
1232	1	277
1232	2	261
1232	3	254
1232	4	440
1232	5	304
1232	6	230
1232	7	142
1232	8	184
1232	9	329
1232	10	460
1233	1	313
1233	2	193
1233	3	248
1233	4	325
1233	5	181
1233	6	256
1233	7	238
1233	8	209
1233	9	420
1233	10	423
1234	1	262
1234	2	131
1234	3	189
1234	4	236
1234	5	196
1234	6	158
1234	7	197
1234	8	99
1234	9	377
1234	10	318
1235	1	295
1235	2	139
1235	4	269
1235	5	191
1235	6	184
1235	7	225
1235	8	101
1235	9	414
1235	10	352
1236	1	116
1236	2	40
1236	4	54
1236	5	42
1236	6	52
1236	9	41
1237	1	364
1237	2	171
1237	3	224
1237	4	423
1237	5	326
1237	6	210
1237	7	231
1237	8	226
1237	9	457
1237	10	441
1238	2	195
1238	3	248
1238	4	479
1238	5	290
1238	6	225
1238	7	292
1238	9	562
1238	10	456
1239	1	336
1239	2	186
1239	3	277
1239	4	354
1239	6	207
1239	7	269
1239	8	171
1239	9	504
1239	10	426
1240	1	301
1240	2	160
1240	3	197
1240	4	248
1240	6	172
1240	7	214
1240	8	276
1240	9	319
1240	10	327
1241	1	319
1241	2	157
1241	3	219
1241	4	289
1241	6	231
1241	9	342
1242	1	305
1242	5	296
1242	6	250
1242	9	511
1243	6	226
1243	8	176
1243	9	440
1243	10	390
1244	2	169
1244	3	198
1244	4	242
1244	6	183
1244	8	143
1244	10	322
1245	2	167
1245	4	303
1245	6	194
1245	8	149
1245	9	371
1245	10	374
1246	1	139
1246	2	38
1246	3	67
1246	4	77
1246	5	134
1246	6	48
1246	7	41
1246	8	59
1246	9	35
1246	10	51
1247	1	224
1247	2	110
1247	3	133
1247	4	339
1247	5	286
1247	6	61
1247	7	118
1247	8	74
1247	9	11
1247	10	38
1248	1	312
1248	2	189
1248	3	234
1248	4	416
1248	5	330
1248	6	210
1248	7	232
1248	8	186
1248	9	409
1248	10	440
1249	1	329
1249	2	245
1249	3	248
1249	4	502
1249	5	319
1249	6	247
1249	7	269
1249	8	219
1249	9	461
1249	10	500
